源文件名,中文字符串,Chinese string
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,箔材样本AD,Foil Sample AD
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,箔材温修AD,Foil Warm Repair AD
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,箔材k值,Foil K value
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,箔材b值,Foil b value
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面预留4,A side reserved 4
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面预留5,A side reserved 5
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,风速1(HZ),Wind speed 1(HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,风速2(HZ),Wind speed 2(HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,风速3(HZ),Wind speed 3(HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱张力(N/m),Oven tension (N/m)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,给气频率(HZ),Air supply frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,排气频率(HZ),Exhaust frequency(HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱1NMP浓度(%),Oven 1NMP concentration (%)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱1设定上腔温度(℃),Oven 1 set upper chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱1实时上腔温度(℃),Real-time upper chamber temperature of oven 1 (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱1设定下腔温度(℃),Oven 1 set lower chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱1实时下腔温度(℃),Real-time lower chamber temperature of oven 1 (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱1上腔风频(HZ),Oven 1 upper chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱1下腔风频(HZ),Oven 1 lower chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱2NMP浓度(%),Oven 2NMP concentration (%)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱2设定上腔温度(℃),Oven 2 set upper chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱2实时上腔温度(℃),Real-time upper chamber temperature of oven 2 (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱2设定下腔温度(℃),Oven 2 set lower chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱2实时下腔温度(℃),Real-time lower chamber temperature of oven 2 (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱2上腔风频(HZ),Oven 2 upper chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱2下腔风频(HZ),Oven 2 lower chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱3NMP浓度(%),Oven 3NMP concentration (%)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱3设定上腔温度(℃),Oven 3 set upper chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱3实时上腔温度(℃),Real-time upper chamber temperature of oven 3 (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱3设定下腔温度(℃),Oven 3 set lower chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱3实时下腔温度(℃),Real-time lower chamber temperature of oven 3 (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱3上腔风频(HZ),Oven 3 upper chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱3下腔风频(HZ),Oven 3 lower chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱4NMP浓度(%),Oven 4 NMP concentration (%)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱4设定上腔温度(℃),Oven 4 set upper chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱4实时上腔温度(℃),Real-time upper chamber temperature of oven 4 (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱4设定下腔温度(℃),Oven 4 set lower chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱4实时下腔温度(℃),Real-time lower chamber temperature of oven 4 (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱4上腔风频(HZ),Oven 4 upper chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱4下腔风频(HZ),Oven 4 lower chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱5NMP浓度(%),Oven 5NMP concentration (%)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱5设定上腔温度(℃),Oven 5 set upper chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱5实时上腔温度(℃),Real-time upper chamber temperature of oven 5 (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱5设定下腔温度(℃),Oven 5 set lower chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱5实时下腔温度(℃),Oven 5 real-time lower chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱5上腔风频(HZ),Oven 5 upper chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱5下腔风频(HZ),Oven 5 lower chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱6NMP浓度(%),Oven 6NMP concentration (%)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱6设定上腔温度(℃),Oven 6 set upper chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱6实时上腔温度(℃),Real-time upper chamber temperature of oven 6 (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱6设定下腔温度(℃),Oven 6 set lower chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱6实时下腔温度(℃),Real-time lower chamber temperature of oven 6 (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱6上腔风频(HZ),Oven 6 upper chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱6下腔风频(HZ),Oven 6 lower chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱7NMP浓度(%),Oven 7NMP concentration (%)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱7设定上腔温度(℃),Oven 7 set upper chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱7实时上腔温度(℃),Real-time upper chamber temperature of oven 7 (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱7设定下腔温度(℃),Oven 7 set lower chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱7实时下腔温度(℃),Real-time lower chamber temperature of oven 7 (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱7上腔风频(HZ),Oven 7 upper chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱7下腔风频(HZ),Oven 7 lower chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱8NMP浓度(%),Oven 8 NMP concentration (%)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱8设定上腔温度(℃),Oven 8 set upper chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱8实时上腔温度(℃),Oven 8 real-time upper chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱8设定下腔温度(℃),Oven 8 set lower chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱8实时下腔温度(℃),Oven 8 real-time lower chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱8上腔风频(HZ),Oven 8 upper chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱8下腔风频(HZ),Oven 8 lower chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱9NMP浓度(%),Oven 9 NMP concentration (%)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱9设定上腔温度(℃),Oven 9 set upper chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱9实时上腔温度(℃),Real-time upper chamber temperature of oven 9 (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱9设定下腔温度(℃),Oven 9 set lower chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱9实时下腔温度(℃),Oven 9 real-time lower chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱9上腔风频(HZ),Oven 9 upper chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱9下腔风频(HZ),Oven 9 lower chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱10NMP浓度(%),Oven 10NMP concentration (%)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱10设定上腔温度(℃),Oven 10 set upper chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱10实时上腔温度(℃),Oven 10 real-time upper chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱10设定下腔温度(℃),Oven 10 set lower chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱10实时下腔温度(℃),Oven 10 real-time lower chamber temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱10上腔风频(HZ),Oven 10 upper chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,烘箱10下腔风频(HZ),Oven 10 lower chamber wind frequency (HZ)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,软件当前A面泵速闭环是否开启,Is the closed loop of pump speed on the current A side of the software turned on?
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,软件当前A面刀位闭环是否开启,Is the current A-side tool position closed loop enabled in the software?
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,涂布机当前A面泵速闭环是否开启,Is the closed loop of the pump speed on the current A side of the coating machine open?
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,涂布机当前A面刀位闭环是否开启,Is the current A-side knife position closed loop of the coating machine open?
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区1均值,Membrane area 1 mean
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区2均值,Membrane area 2 mean
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区3均值,Membrane zone 3 mean
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区4均值,Membrane zone 4 mean
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区5均值,Membrane zone 5 mean
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区1均值报警码,Membrane area 1 mean value alarm code
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区2均值报警码,Membrane area 2 mean value alarm code
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区3均值报警码,Membrane zone 3 mean value alarm code
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区4均值报警码,Membrane area 4 mean value alarm code
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区5均值报警码,Membrane area 5 mean alarm code
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区1标准差,Membrane area 1 standard deviation
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区2标准差,Membrane area 2 standard deviation
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区3标准差,Membrane area 3 standard deviation
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区4标准差,Membrane area 4 standard deviation
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区5标准差,Membrane area 5 standard deviation
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区1标准差报警码,Membrane area 1 standard deviation alarm code
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区2标准差报警码,Membrane area 2 standard deviation alarm code
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区3标准差报警码,Membrane area 3 standard deviation alarm code
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区4标准差报警码,Membrane area 4 standard deviation alarm code
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜区5标准差报警码,Membrane area 5 standard deviation alarm code
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面是否涂布,Is the B side coated?
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面设定泵速(rpm),B side set pump speed (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面实际泵速(rpm),Actual pump speed on side B (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面泵口压力(kpa),B side pump port pressure (kpa)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面腔体压力(kpa),B surface cavity pressure (kpa)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面回流压力(kpa),B side return pressure (kpa)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面泵速闭环是否开启,Is the B side pump speed closed loop turned on?
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面泵速调节量(rpm),B side pump speed adjustment (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面刀位闭环是否开启,Is the B-side tool position closed loop turned on?
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面刀位调节量(μm),B surface tool position adjustment amount (μm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面自动调节系数,Automatic adjustment coefficient of B side
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面闭环理论泵速(rpm),B side closed loop theoretical pump speed (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面AT9A设定泵速(rpm),B side AT9A set pump speed (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面AT9A实时泵速(rpm),B side AT9A real-time pump speed (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面AT9A压力(kpa),B side AT9A pressure (kpa)
